Auto parts for foreign cars,Auto repair and maintenance (SRT),Alcoholic drinks,Pharmacy,Banks,Fast food,Delivery of ready meals,Womens clothing,Cafe,Cosmetics / Perfume,Nail studios,Vegetables / Fruits,Hairdressers,Payment terminals,Postamats,Grocery stores,Points for issuing online orders,Restaurants,Insurance, Supermarkets,Flowers,Tire Service,population,bus_stop,subway_entrance,tram_stops,primary,primary_link,secondary,secondary_link,tertiary,residential,motorway,unclassified,target
0,1,0,0,2,0,0,3,2,0,0,0,2,1,0,0,0,0,0,0,1,3,451,0,0,0,0,0,0,0,0,3,0,0,15371
0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22148
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,2,0,0,0,177
0,0,0,0,2,0,1,0,0,0,4,0,0,0,3,0,1,0,0,3,0,1,1766,0,0,0,0,0,0,0,0,1,0,0,12934
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20212
0,0,0,2,1,0,3,6,0,0,0,0,2,1,0,0,4,0,0,2,0,0,710,3,0,0,0,0,0,0,0,12,0,0,24097
0,0,0,0,0,8,2,57,5,7,0,1,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,156,0,0,0,4,0,0,0,4,0,0,0,11228
0,0,0,0,0,0,2,5,0,2,0,1,0,1,1,0,1,0,0,2,0,0,998,0,0,0,0,0,0,0,0,0,0,0,17944
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,892
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268
0,0,0,4,1,2,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,447,2,0,0,0,0,0,0,5,0,0,0,87
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,478
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10210
0,0,0,2,0,4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20188
0,0,0,2,0,1,0,44,0,9,0,0,0,6,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13246
0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,1410,0,0,0,3,0,0,0,0,0,0,0,32991
0,0,0,0,0,2,0,12,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161
3,0,0,0,0,0,0,9,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17867
0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813
0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,23
0,0,2,2,0,6,0,4,0,2,0,2,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7593
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10826
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44800
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34306
0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,7952
0,0,0,2,0,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17147
0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55039
0,0,0,0,1,3,0,4,0,1,0,2,0,5,5,0,1,0,0,0,0,0,582,0,0,0,0,0,0,0,0,1,0,0,7202
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540,0,0,0,0,0,8,0,0,0,0,0,22708
0,0,1,4,5,4,0,8,3,2,1,0,3,4,1,0,0,0,1,0,1,0,295,0,0,0,0,0,0,0,2,0,0,0,46916
0,0,0,6,0,0,0,0,0,2,0,0,2,4,1,2,1,0,1,2,1,0,482,1,0,0,0,0,7,0,4,0,0,0,69
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96
0,0,1,4,0,0,0,10,1,1,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150
0,0,0,2,1,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14644
0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5142
0,0,0,0,0,6,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020
0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23687
0,0,0,2,0,0,0,9,0,0,0,0,0,3,1,0,2,0,0,0,1,0,612,0,1,0,0,0,0,0,0,0,0,0,158
0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,583
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966
0,0,0,2,4,2,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,898
0,0,1,4,0,10,2,20,1,5,0,0,1,8,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,93
0,0,1,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
0,0,0,2,5,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,329,0,1,0,2,0,0,2,0,0,0,0,46554
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,71
0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,5,0,0,2,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18616
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,196
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11086
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38900
0,0,0,2,1,4,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,941,0,0,0,0,0,0,0,0,2,0,0,46987
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,3,2,1,0,314,0,0,0,0,0,0,0,0,7,0,0,1070
0,0,2,6,0,0,0,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,422,0,0,0,0,0,8,0,4,3,0,0,91
0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,0,367,0,0,0,0,0,0,0,0,3,0,0,2955
0,0,0,2,0,2,0,0,2,0,1,0,0,0,1,0,1,10,0,6,2,0,51,0,2,0,11,0,0,0,8,0,0,0,6271
0,0,0,0,0,0,0,2,3,0,2,0,0,1,0,0,0,0,1,3,0,0,237,2,0,0,2,0,0,0,0,0,0,1,33016
0,0,0,0,0,27,4,72,17,7,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26754
0,0,0,4,1,3,0,26,4,3,6,0,3,1,2,0,0,0,1,3,0,0,136,0,0,1,13,8,0,0,5,0,0,0,88
0,0,0,2,3,1,0,3,0,0,0,0,2,1,1,0,0,1,1,0,0,0,12,0,0,0,0,0,5,0,0,1,0,0,76
0,0,2,2,1,1,3,5,4,2,0,0,1,0,0,1,0,0,0,0,0,0,118,0,0,0,0,0,13,0,2,0,0,0,1260
0,0,1,2,2,4,1,20,1,3,0,0,0,1,1,0,1,0,0,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,17026
0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,6,0,0,0,0,0,0,0,92
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,9,0,0,0,0,0,32446
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,10,2,0,0,44913
0,0,0,2,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,84,2,3,0,10,0,0,0,0,0,0,0,10330
0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,2,0,0,0,2417
0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,1,4,0,0,1,0,88,0,0,0,0,0,0,0,0,1,0,0,18526
0,0,0,4,0,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,138,0,2,0,12,0,17,10,0,0,0,0,92
0,0,2,0,0,0,0,3,0,0,1,0,3,1,1,1,2,0,0,0,0,0,708,0,0,0,0,0,0,0,0,5,0,0,1099
0,0,1,2,5,2,0,0,3,1,0,0,2,1,1,1,0,0,1,0,1,0,349,0,0,0,3,0,0,0,0,0,0,0,655
0,0,1,0,2,7,0,8,3,8,1,0,2,5,3,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0,4,3,0,0,0,0,0,0,0,0,5,1,0,1,3,1,0,2,0,186,0,0,1,2,0,0,0,0,0,0,0,579
0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,1,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1257
0,0,1,0,2,0,4,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,58,2,0,0,0,0,0,0,2,3,0,0,559
0,0,0,4,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,2,0,0,406,0,0,0,8,0,0,0,0,4,0,0,92
0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407
0,0,0,2,4,1,0,0,3,0,2,0,2,1,0,0,0,0,1,0,0,0,201,0,1,0,12,0,0,0,0,0,0,0,9489
0,0,0,4,0,15,1,12,0,1,0,0,1,4,0,2,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,11365
0,0,0,2,0,0,0,0,0,2,1,0,4,0,0,0,0,0,2,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,3315
0,0,0,2,1,0,0,0,0,4,0,0,0,1,1,0,0,0,1,2,0,0,108,0,0,0,2,0,0,0,0,5,0,0,98
0,0,0,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,0,108,0,0,0,1,0,0,0,0,0,0,1,8294
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,2,1,0,450,0,0,0,0,0,0,0,0,1,0,0,7915
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,2,0,0,5,0,0,0,0,0,44706
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030
0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10415
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,560
0,0,0,0,0,11,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12667
0,0,0,2,1,0,0,0,0,0,0,1,2,4,4,1,0,0,1,4,1,0,223,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,2,0,0,0,0,2,1,0,0,4,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94
0,0,0,4,2,3,0,2,1,8,0,1,1,3,2,2,3,0,1,5,1,0,554,0,0,0,0,0,0,0,0,0,0,0,17009
0,0,0,0,3,5,0,5,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20246
0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,881,0,0,0,0,0,0,0,0,0,0,0,89
0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13302
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,536
0,0,0,0,0,0,0,11,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1117,0,0,0,0,0,0,0,0,0,0,0,10916
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,2,0,2,1,5,0,5,0,3,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14534
0,0,0,0,3,2,0,21,0,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15761
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,0,0,0,3554
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10073
0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,97
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,558
0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4728
0,0,1,0,0,21,6,0,12,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4081
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,0,1947
0,0,0,4,0,2,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,294,1,0,0,0,0,0,0,1,0,0,0,93
0,0,2,2,4,8,0,7,1,2,0,0,0,6,0,0,2,0,0,4,0,0,190,1,0,0,0,0,4,0,4,0,0,0,6366
0,0,0,2,5,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,393,0,0,0,0,0,0,0,2,0,0,0,56481
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,1802
0,0,2,2,1,0,0,12,3,4,0,0,0,1,1,0,0,6,1,4,1,0,329,0,0,0,7,0,0,0,0,10,0,0,3274
0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,2,1,0,92,0,0,0,0,0,0,0,0,5,0,0,16228
0,0,0,2,0,6,0,0,3,1,0,0,1,2,2,1,1,0,0,2,1,0,21,2,0,0,0,0,0,0,6,4,0,0,7999
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8762
0,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10450
0,0,0,0,0,6,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,414,0,0,0,0,0,1,2,0,0,0,0,14512
0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87
0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,2,0,1,4,0,0,1056,0,0,0,0,0,2,0,0,0,0,0,100
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5341
0,0,0,0,0,1,0,11,0,3,0,0,3,3,4,0,0,0,1,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18902
0,0,0,2,2,5,2,27,0,3,0,0,2,5,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11854
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13351
0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4762
0,0,0,2,0,3,0,21,0,9,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21314
0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14243
0,0,0,2,0,5,0,2,0,2,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,479,0,0,0,9,0,0,0,0,0,0,0,28
0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248
0,0,0,2,0,0,0,0,0,6,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,91
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4282
0,0,0,0,0,6,0,40,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227
0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12160
0,0,0,2,1,6,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24322
0,0,0,2,1,0,0,21,0,3,0,0,2,4,4,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,85
0,0,0,0,1,5,0,0,0,1,0,0,0,1,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
0,0,1,5,0,0,2,12,0,1,4,0,0,1,1,0,1,4,1,2,0,0,2332,0,0,0,0,0,0,0,0,0,0,0,7552
0,0,1,0,1,0,0,43,0,3,0,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89
0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13836
0,0,0,0,1,0,0,8,0,0,3,0,1,1,3,1,2,0,1,0,0,0,1175,0,0,0,1,0,0,0,0,0,0,0,131
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322
0,0,1,0,1,0,0,36,0,1,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8819
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,2,0,0,0,0,0,262
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,339
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,0,0,2,0,4,2,0,0,1,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12522
0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,391,0,1,0,0,0,3,0,0,0,0,0,105
0,0,0,2,1,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,89
0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20404
0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,414,0,0,0,9,0,4,0,4,0,0,0,40601
0,0,0,0,4,0,0,3,1,6,1,0,3,0,0,0,1,0,0,3,0,0,530,2,0,0,7,0,0,0,0,8,0,0,90
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,2258
0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,319,0,0,0,0,0,0,0,0,5,0,0,23
0,0,0,2,0,2,0,0,1,0,0,0,1,2,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,102
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20679
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,14514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8979
0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753
0,0,0,2,1,2,1,3,1,2,0,1,2,4,4,2,1,0,3,2,1,0,264,0,0,0,0,0,0,0,0,0,0,0,9703
0,0,1,2,0,6,2,10,2,3,0,0,0,3,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12377
0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14902
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,1612,0,0,0,0,0,0,5,0,0,0,0,92
0,0,1,0,0,6,0,42,0,6,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
0,0,0,2,0,1,0,10,2,5,3,0,2,4,5,1,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,115
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17185
0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1503
0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1058,0,0,1,0,0,4,0,0,0,0,0,39393
0,0,0,2,0,6,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24914
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,529,0,0,0,0,0,0,0,0,0,0,0,3860
0,0,1,2,2,3,0,7,2,3,3,0,1,2,6,0,2,0,0,2,0,0,571,0,0,0,0,0,0,0,0,1,0,0,10166
0,0,0,2,0,6,2,9,1,6,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,0,0,0,1,1,0,10,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15852
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,493
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4832
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10094
0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38459
