Auto parts for foreign cars,Auto repair and maintenance (SRT),Alcoholic drinks,Pharmacy,Banks,Fast food,Delivery of ready meals,Womens clothing,Cafe,Cosmetics / Perfume,Nail studios,Vegetables / Fruits,Hairdressers,Payment terminals,Postamats,Grocery stores,Points for issuing online orders,Restaurants,Insurance, Supermarkets,Flowers,Tire Service,population,bus_stop,subway_entrance,tram_stops,primary,primary_link,secondary,secondary_link,tertiary,residential,motorway,unclassified,target
0,0,0,8,1,2,4,13,1,8,0,1,2,4,3,0,2,0,2,5,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,95.5
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,600,0,0,0,0,0,0,0,0,0,0,0,2538.9166666666665
0,1,1,2,0,3,3,6,0,1,1,1,3,1,2,0,3,0,0,2,1,0,518,0,0,0,0,0,0,0,0,0,0,0,94.66666666666666
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4301.666666666666
0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12635.833333333332
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337.0833333333333
0,0,1,0,0,0,0,0,0,3,1,1,1,1,3,1,0,0,0,0,1,0,545,0,0,0,0,0,0,0,0,0,0,0,11786.333333333332
0,0,1,2,0,0,0,7,2,2,3,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
0,0,0,0,6,0,0,11,1,1,2,0,6,1,0,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,22128.333333333336
0,0,0,7,3,8,2,36,0,4,8,2,7,2,3,1,0,0,0,3,0,0,400,0,0,0,0,0,0,0,0,0,0,0,98.0
0,0,2,8,0,1,4,9,5,3,0,1,5,1,1,0,0,0,0,2,1,0,713,0,0,0,0,0,0,0,0,0,0,0,9726.166666666668
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19655.83333333333
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.58333333333333
0,0,0,0,4,2,0,7,0,0,0,0,0,1,1,0,1,0,0,0,1,0,178,0,0,0,0,0,0,0,0,0,0,0,24889.08333333333
0,0,0,4,2,0,1,4,0,0,0,1,2,0,0,0,0,2,0,0,1,0,182,0,0,0,0,0,0,0,0,0,0,0,33237.0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175.6666666666665
0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5998.333333333333
0,0,0,2,1,4,0,0,0,3,5,0,5,1,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10518.833333333334
0,0,0,2,1,4,0,0,0,3,5,0,5,1,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.83333333333334
0,0,1,0,6,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,35491.33333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5519.0
0,0,0,2,0,0,1,4,0,2,1,0,2,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359.333333333334
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.8333333333334
0,0,0,2,0,0,0,6,0,3,0,0,0,2,1,0,1,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,8226.833333333334
0,0,0,0,3,2,1,0,0,0,0,1,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12256.433333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,606,0,0,0,0,0,0,0,0,0,0,0,780.5
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,15523.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.61666666666667
0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,0,0,3,1,0,672,0,0,0,0,0,0,0,0,0,0,0,2081.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,729.1666666666666
0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307.533333333334
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8187.833333333332
0,0,0,2,2,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9955.5
0,0,0,2,1,1,0,17,2,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22128.166666666668
0,0,2,6,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,925,0,0,0,0,0,0,0,0,0,0,0,4063.0
0,0,2,6,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,925,0,0,0,0,0,0,0,0,0,0,0,108.33333333333334
0,0,0,2,1,0,0,11,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46826.50000000001
0,0,0,0,0,4,0,19,4,2,3,0,4,2,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.16666666666666
0,0,0,2,0,3,0,15,0,2,1,0,0,5,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17496.0
2,0,0,4,3,0,0,0,0,1,1,0,4,2,1,0,0,0,1,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,8878.5
2,0,0,4,3,0,0,0,0,1,1,0,4,2,1,0,0,0,1,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,98.0
1,0,0,0,2,0,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,22097.166666666668
0,0,0,2,0,2,0,7,0,4,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396.833333333333
0,0,0,0,4,0,0,14,2,2,0,1,0,3,4,0,3,2,1,0,2,0,115,0,0,0,0,0,0,0,0,0,0,0,7449.700000000001
0,0,0,0,4,0,0,14,2,2,0,1,0,3,4,0,3,2,1,0,2,0,115,0,0,0,0,0,0,0,0,0,0,0,30590.000000000004
0,0,0,2,0,0,0,1,0,2,1,0,0,1,2,0,1,0,0,2,1,0,298,0,0,0,0,0,0,0,0,0,0,0,7463.833333333334
0,0,0,2,1,0,0,4,0,5,2,1,2,2,3,0,3,0,1,3,0,0,983,0,0,0,0,0,0,0,0,0,0,0,261.3333333333333
0,0,0,2,2,0,0,2,0,3,1,2,2,4,0,0,1,0,0,4,0,0,662,0,0,0,0,0,0,0,0,0,0,0,1672.5
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.5
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.8
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.8666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221.833333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10210.0
0,0,0,2,0,4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20188.166666666664
0,0,0,2,0,1,0,44,0,9,0,0,0,6,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13246.833333333332
0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,1410,0,0,0,0,0,0,0,0,0,0,0,32991.166666666664
0,0,0,0,0,2,0,12,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.66666666666666
3,0,0,0,0,0,0,9,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17867.833333333332
0,0,0,2,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813.333333333332
0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,23.33333333333333
0,0,2,2,0,6,0,4,0,2,0,2,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7593.0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10826.833333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.3333333333333
0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44800.0
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34306.833333333336
0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,7952.5
0,0,0,2,0,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17147.666666666668
0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55039.33333333334
0,0,0,0,1,3,0,4,0,1,0,2,0,5,5,0,1,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,7202.333333333334
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,22708.250000000004
0,0,1,4,5,4,0,8,3,2,1,0,3,4,1,0,0,0,1,0,1,0,295,0,0,0,0,0,0,0,0,0,0,0,46916.333333333336
0,0,0,6,0,0,0,0,0,2,0,0,2,4,1,2,1,0,1,2,1,0,482,0,0,0,0,0,0,0,0,0,0,0,69.33333333333333
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.83333333333331
0,0,1,4,0,0,0,10,1,1,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.33333333333334
0,0,0,2,1,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15102.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.16666666666669
0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14644.166666666668
0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5142.833333333333
0,0,0,0,0,6,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020.0
0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23687.666666666668
0,0,0,2,0,0,0,9,0,0,0,0,0,3,1,0,2,0,0,0,1,0,612,0,0,0,0,0,0,0,0,0,0,0,12241.0
0,0,0,2,0,0,0,9,0,0,0,0,0,3,1,0,2,0,0,0,1,0,612,0,0,0,0,0,0,0,0,0,0,0,158.33333333333331
0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,583.1666666666666
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966.833333333334
0,0,0,2,4,2,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.6666666666665
0,0,1,4,0,10,2,20,1,5,0,0,1,8,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16250.833333333332
0,0,1,4,0,10,2,20,1,5,0,0,1,8,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.83333333333334
0,0,1,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9910.0
0,0,1,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.83333333333331
0,0,0,2,5,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,329,0,0,0,0,0,0,0,0,0,0,0,46554.0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,8024.0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,71.83333333333333
0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,5,0,0,2,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,100.83333333333331
0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18616.0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,196.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11086.333333333334
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38900.16666666666
0,0,0,2,1,4,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,941,0,0,0,0,0,0,0,0,0,0,0,46987.16666666666
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.83333333333331
0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,3,2,1,0,314,0,0,0,0,0,0,0,0,0,0,0,1070.0
0,0,2,6,0,0,0,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,91.5
0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,2955.5
0,0,0,2,0,2,0,0,2,0,1,0,0,0,1,0,1,10,0,6,2,0,51,0,0,0,0,0,0,0,0,0,0,0,6271.666666666666
0,0,0,0,0,0,0,2,3,0,2,0,0,1,0,0,0,0,1,3,0,0,237,0,0,0,0,0,0,0,0,0,0,0,33016.66666666667
0,0,0,0,0,27,4,72,17,7,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26754.333333333336
0,0,0,4,1,3,0,26,4,3,6,0,3,1,2,0,0,0,1,3,0,0,136,0,0,0,0,0,0,0,0,0,0,0,17181.166666666668
0,0,0,4,1,3,0,26,4,3,6,0,3,1,2,0,0,0,1,3,0,0,136,0,0,0,0,0,0,0,0,0,0,0,88.66666666666667
0,0,0,2,3,1,0,3,0,0,0,0,2,1,1,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,76.5
0,0,2,2,1,1,3,5,4,2,0,0,1,0,0,1,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1260.3333333333333
0,0,1,2,2,4,1,20,1,3,0,0,0,1,1,0,1,0,0,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,17026.0
0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,92.0
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,32446.166666666668
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,44913.833333333336
0,0,0,2,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,10330.0
0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,2417.833333333333
0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,1,4,0,0,1,0,88,0,0,0,0,0,0,0,0,0,0,0,18526.83333333333
0,0,0,4,0,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,92.16666666666669
0,0,2,0,0,0,0,3,0,0,1,0,3,1,1,1,2,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,1099.0
0,0,1,2,5,2,0,0,3,1,0,0,2,1,1,1,0,0,1,0,1,0,349,0,0,0,0,0,0,0,0,0,0,0,655.1666666666666
0,0,1,0,2,7,0,8,3,8,1,0,2,5,3,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10894.5
0,0,1,0,2,7,0,8,3,8,1,0,2,5,3,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.16666666666669
0,0,0,4,3,0,0,0,0,0,0,0,0,5,1,0,1,3,1,0,2,0,186,0,0,0,0,0,0,0,0,0,0,0,579.3333333333334
0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,1,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1257.6666666666663
0,0,1,0,2,0,4,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,559.0
0,0,0,4,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,2,0,0,406,0,0,0,0,0,0,0,0,0,0,0,92.83333333333334
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,292,0,0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407.833333333334
0,0,0,2,4,1,0,0,3,0,2,0,2,1,0,0,0,0,1,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,9489.833333333332
0,0,0,4,0,15,1,12,0,1,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11365.333333333334
0,0,0,2,0,0,0,0,0,2,1,0,4,0,0,0,0,0,2,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,3315.333333333334
0,0,0,2,1,0,0,0,0,4,0,0,0,1,1,0,0,0,1,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,98.0
0,0,0,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,8294.133333333333
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.0
0,0,1,4,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,2,1,0,450,0,0,0,0,0,0,0,0,0,0,0,7915.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,44706.0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.333333333333
0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10415.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,560.6666666666666
0,0,0,0,0,11,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671.833333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.333333333333336
0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12667.0
0,0,0,2,1,0,0,0,0,0,0,1,2,4,4,1,0,0,1,4,1,0,223,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
0,0,0,0,2,0,0,0,0,2,1,0,0,4,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14250.0
0,0,0,0,2,0,0,0,0,2,1,0,0,4,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.83333333333331
0,0,0,4,2,3,0,2,1,8,0,1,1,3,2,2,3,0,1,5,1,0,554,0,0,0,0,0,0,0,0,0,0,0,17009.55
0,0,0,0,3,5,0,5,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20246.33333333333
0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,881,0,0,0,0,0,0,0,0,0,0,0,89.83333333333333
0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13302.833333333332
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.5
0,0,0,0,0,0,0,11,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1117,0,0,0,0,0,0,0,0,0,0,0,10916.333333333332
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.83333333333334
0,2,0,2,1,5,0,5,0,3,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14534.666666666668
0,0,0,0,3,2,0,21,0,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15761.0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,0,0,0,3554.833333333333
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10073.5
0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,97.83333333333331
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10777.833333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,558.0
0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.8333333333334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4728.166666666667
0,0,1,0,0,21,6,0,12,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4081.5
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,1947.5
0,0,0,4,0,2,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,93.33333333333334
0,0,2,2,4,8,0,7,1,2,0,0,0,6,0,0,2,0,0,4,0,0,190,0,0,0,0,0,0,0,0,0,0,0,6366.0
0,0,0,2,5,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,56481.833333333336
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1802.5
0,0,2,2,1,0,0,12,3,4,0,0,0,1,1,0,0,6,1,4,1,0,329,0,0,0,0,0,0,0,0,0,0,0,3274.883333333333
0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,2,1,0,92,0,0,0,0,0,0,0,0,0,0,0,16228.166666666664
0,0,0,2,0,6,0,0,3,1,0,0,1,2,2,1,1,0,0,2,1,0,21,0,0,0,0,0,0,0,0,0,0,0,7999.666666666666
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8762.833333333334
0,0,0,0,1,2,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10450.833333333334
0,0,0,0,0,6,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,96.16666666666666
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,414,0,0,0,0,0,0,0,0,0,0,0,14512.166666666668
0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,2,0,1,4,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,100.16666666666666
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341.0
0,0,0,0,0,1,0,11,0,3,0,0,3,3,4,0,0,0,1,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,13222.166666666668
0,0,0,0,0,1,0,11,0,3,0,0,3,3,4,0,0,0,1,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,165.16666666666666
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18902.166666666668
0,0,0,2,2,5,2,27,0,3,0,0,2,5,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11854.0
